timestep,label,group,name,weight,mean,cost,standard_error
0,1_5_minimum_995_9_static,Test1,SELECT users.* FROM users WHERE users.id=? -- 1,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0036517247999999997,0.009220552463838648,0.0008303029787988745
0,1_5_minimum_995_9_static,Test1,SELECT users.* FROM users WHERE users.firstname = ? -- 0,"[0.9, 0.9, 0.9, 0.9, 0.9, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0046992908,0.009220552463838648,0.00072283114486126
0,1_5_minimum_995_9_static,Test1,"INSERT INTO users SET id = ?, firstname=?, lastname = ?, nickname=?, password=?,email=?,rating=?,balance=?,creation_date=? -- 2 for i2906147889","[0.9, 0.9, 0.9, 0.9, 0.9, 0.1, 0.1, 0.1, 0.1, 0.1]",0.016812136700000004,0.13329108,0.002458299997363616
0,1_5_minimum_995_9_static,Test1,"INSERT INTO users SET id = ?, firstname=?, lastname = ?, nickname=?, password=?,email=?,rating=?,balance=?,creation_date=? -- 2 for i3813239832","[0.9, 0.9, 0.9, 0.9, 0.9, 0.1, 0.1, 0.1, 0.1, 0.1]",0.0165383651,0.13329108,0.0009809245737794005
0,1_5_minimum_995_9_static,Test1,TOTAL,1.0,0.03753136566,,NaN
0,1_5_minimum_995_9_static,Test2,SELECT items.* FROM items WHERE items.id=? -- 4,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.9, 0.9, 0.9, 0.9, 0.9]",0.0027981466000000003,0.009220552463838648,0.0006266006921847827
0,1_5_minimum_995_9_static,Test2,SELECT items.* FROM items WHERE items.name = ? -- 3,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.9, 0.9, 0.9, 0.9, 0.9]",0.7738645729000001,0.018441104927677296,0.007558684398474981
0,1_5_minimum_995_9_static,Test2,"INSERT INTO items SET id = ?, name=?, description = ?, initial_price=?,quantity=?, reserve_price=?, buy_now=?, nb_of_bids=?, max_bid=?,start_date=?,end_date=? -- 5.size for i1888493477","[0.1, 0.1, 0.1, 0.1, 0.1, 0.9, 0.9, 0.9, 0.9, 0.9]",0.015602337200000002,0.13329108,0.0008727322548070231
0,1_5_minimum_995_9_static,Test2,"INSERT INTO items SET id = ?, name=?, description = ?, initial_price=?,quantity=?, reserve_price=?, buy_now=?, nb_of_bids=?, max_bid=?,start_date=?,end_date=? -- 5.size for i1661317464","[0.1, 0.1, 0.1, 0.1, 0.1, 0.9, 0.9, 0.9, 0.9, 0.9]",0.012326324699999999,0.13329108,0.0005516214220229717
0,1_5_minimum_995_9_static,Test2,TOTAL,1.0,0.08045913814000001,,NaN
